PLAYER,POS,TEAM,AGE,AVERAGE SALARY,TEAM AAV %,CASH EARNINGS,% OF TEAM PAYROLL,GTD EARNINGS,TEAM GTD %,CAP FIGURE,% OF TEAM CAP,Year
Tarvarius Moore,FS,SF,24,837843,0,700000,0,-,-,896093,0,2020
Nate Davis,G,TEN,23,925045,0.01,661500,0.01,-,-,895170,0,2020
Mack Hollins,WR,PHI,26,758917,0,735000,0,-,-,893917,0,2020
Tarik Cohen,RB,CHI,25,758915,0,735000,0,-,-,893916,0,2020
Ben Gedeon,ILB,MIN,25,758287,0,735000,0,-,-,893289,0,2020
Dorian O'Daniel,OLB,KC,25,836585,0.01,702500,0,-,-,892879,0,2020
Harrison Phillips,DT,BUF,24,835510,0.01,698000,0.01,-,-,891760,0,2020
Justin Layne,CB,PIT,22,920795,0.01,660000,0.01,-,-,890545,0,2020
Jordan Akins,TE,HOU,28,831271,0.01,700000,0.01,-,-,890380,0,2020
Randy Gregory,OLB,DAL,27,1045000,0.01,735000,0.01,-,-,890000,0,2020
Jalen Reeves-Maybin,OLB,DET,25,754722,0.01,735000,0.01,-,-,889724,0,2020
Montae Nicholson,S,WAS,24,754723,0,735000,0.01,-,-,889723,0,2020
Khalen Saunders,DT,KC,24,918295,0.01,659500,0,-,-,888295,0,2020
Samson Ebukam,OLB,LAR,25,753271,0.01,735000,0.01,-,-,888272,0,2020
Mason Cole,C,ARI,24,831379,0.01,697250,0.01,-,-,887629,0,2020
Howard Wilson,CB,CLE,24,751751,0,735000,0.01,-,-,886751,0,2020
Jaylon Ferguson,DE,BAL,24,913702,0.01,658500,0.01,-,-,884327,0,2020
Isaac Yiadom,CB,DEN,24,830817,0.01,693750,0.01,-,-,884129,0,2020
Kahale Warring,TE,HOU,23,910114,0.01,658252,0.01,-,-,881303,0,2020
Deatrich Wise,DE,NE,26,745140,0.01,735000,0.01,-,-,880140,0,2020
Damien Harris,RB,NE,23,907784,0.01,658000,0.01,-,-,879534,0,2020
Cody Barton,LB,SEA,23,906531,0.01,658000,0.01,-,-,879031,0,2020
Bobby Okereke,LB,IND,24,905529,0.01,657500,0.01,-,-,878279,0,2020
Connor McGovern,C,DAL,27,904527,0.01,657000,0.01,-,-,877527,0,2020
Jamaal Williams,RB,GB,25,741498,0,735000,0.01,-,-,876498,0,2020
Will Grier,QB,CAR,25,963249,0.01,670136,0.01,-,-,875681,0,2020
Trey Pipkins,T,LAC,23,901894,0.01,654750,0.01,-,-,874019,0,2020
Chuma Edoga,T,NYJ,23,896750,0.01,652000,0.01,-,-,868750,0,2020
Jordan Willis,DE,NYJ,25,904350,0.01,865250,0.01,-,-,865250,0,2020
Miles Boykin,WR,BAL,23,893732,0.01,650500,0.01,-,-,864732,0,2020
Jamel Dean,CB,TB,23,889713,0.01,649000,0.01,-,-,860713,0,2020
Luke Rhodes,LS,IND,27,1212500,0.01,850000,0.01,-,-,850000,0,2020
Dawson Knox,TE,BUF,23,880400,0.01,643500,0.01,-,-,849045,0,2020
Bobby Evans,T,LAR,23,878473,0.01,642246,0,-,-,847791,0,2020
Quincy Williams,LB,JAC,24,876509,0,641500,0,-,-,847045,0,2020
Ian Thomas,TE,CAR,25,801999,0.01,660000,0.01,-,-,846998,0,2020
Mike Edwards,S,TB,24,852498,0.01,638623,0.01,-,-,844168,0,2020
Jalyn Holmes,DT,MIN,24,797850,0,660000,0,-,-,842849,0,2020
Keke Coutee,WR,HOU,23,797257,0.01,660000,0.01,-,-,842256,0,2020
Nyheim Hines,RB,IND,23,796137,0.01,660000,0.01,-,-,841136,0,2020
Yodny Cajuste,T,NE,24,870545,0.01,635000,0.01,-,-,840545,0,2020
Wayne Gallman,RB,NYG,25,704912,0.01,735000,0.01,-,-,839912,0,2020
Ryan Glasgow,DT,CIN,26,704912,0,735000,0.01,-,-,839912,0,2020
Marlon Mack,RB,IND,24,704912,0.01,735000,0.01,-,-,839912,0,2020
Grover Stewart,DT,IND,26,704912,0.01,735000,0.01,-,-,839912,0,2020
Carlos Watkins,DE,HOU,26,704912,0.01,735000,0.01,-,-,839912,0,2020
Antonio Callaway,WR,CLE,23,794463,0,660000,0,-,-,839463,0,2020
Josey Jewell,ILB,DEN,25,793496,0.01,660000,0.01,-,-,838495,0,2020
Chris Herndon,TE,NYJ,24,792841,0.01,660000,0.01,-,-,837841,0,2020
Troy Apke,S,WAS,25,790909,0.01,660000,0.01,-,-,835908,0,2020
Brian Allen,C,LAR,26,786734,0.01,660000,0,-,-,831734,0,2020
Daesean Hamilton,WR,DEN,25,785660,0.01,660000,0.01,-,-,830659,0,2020
Da'shawn Hand,DE,DET,24,785491,0.01,660000,0.01,-,-,830491,0,2020
Alexander Mattison,RB,MIN,22,867793,0,624500,0,-,-,830043,0,2020
Joel Iyiegbuniwe,ILB,CHI,24,784644,0,660000,0,-,-,829643,0,2020
Armani Watts,S,KC,24,773059,0,669500,0,-,-,827558,0,2020
Dorance Armstrong,DE,DAL,23,782499,0.01,660000,0.01,-,-,827499,0,2020
Oshane Ximines,OLB,NYG,24,863195,0.01,618000,0.01,-,-,827195,0,2020
Jordan Whitehead,S,TB,23,781814,0.01,660000,0.01,-,-,826814,0,2020
Anthony Averett,CB,BAL,25,780249,0.01,660000,0.01,-,-,825249,0,2020
Kyzir White,OLB,LAC,24,778610,0.01,660000,0.01,-,-,823610,0,2020
Will Dissly,TE,SEA,24,777568,0.01,660000,0.01,-,-,822567,0,2020
Taron Johnson,CB,BUF,24,776517,0.01,660000,0.01,-,-,821517,0,2020
Duke Riley,LB,PHI,26,879438,0,820000,0.01,-,-,820000,0,2020
Kenny Young,ILB,BAL,24,774976,0.01,660000,0.01,-,-,819976,0,2020
Durham Smythe,TE,MIA,25,773059,0.01,660000,0.01,-,-,818058,0,2020
Avonte Maddox,CB,PHI,24,771479,0,660000,0,-,-,816478,0,2020
Ito Smith,RB,ATL,24,770219,0,660000,0,-,-,815218,0,2020
Kentavius Street,DE,SF,24,767551,0,660000,0,-,-,812550,0,2020
Will Richardson,T,JAC,24,765698,0,660000,0,-,-,810698,0,2020
Jake Butt,TE,DEN,25,675235,0.01,735000,0.01,-,-,810236,0,2020
George Kittle,TE,SF,26,674572,0,735000,0,-,-,809574,0,2020
Josh Sweat,DE,PHI,23,764398,0,660000,0,-,-,809397,0,2020
Kalen Ballage,RB,MIA,24,762295,0.01,660000,0.01,-,-,807295,0,2020
Damontae Kazee,CB,ATL,27,672231,0,735000,0,-,-,807230,0,2020
Jaleel Scott,WR,BAL,25,760095,0.01,660000,0.01,-,-,805095,0,2020
Desmond King,CB,LAC,25,669998,0.01,735000,0.01,-,-,804998,0,2020
Jeremy Sprinkle,TE,WAS,26,669126,0,735000,0.01,-,-,804128,0,2020
Jayon Brown,ILB,TEN,25,667888,0,735000,0.01,-,-,802889,0,2020
Anthony Walker Jr.,ILB,IND,25,666353,0.01,735000,0.01,-,-,801354,0,2020
Matt Milano,OLB,BUF,25,665377,0.01,735000,0.01,-,-,800378,0,2020
Jamal Agnew,CB,DET,25,664591,0,735000,0.01,-,-,799591,0,2020
Marquel Lee,ILB,OAK,24,663423,0,735000,0.01,-,-,798424,0,2020
Tim Williams,OLB,GB,26,849170,0.01,790000,0.01,-,-,790000,0,2020
Hakeem Butler,WR,ARI,24,831125,0.01,585000,0.01,-,-,786126,0,2020
Aaron Jones,RB,GB,25,650484,0,735000,0.01,-,-,785487,0,2020
Davon Godchaux,DT,MIA,25,650484,0.01,735000,0.01,-,-,785485,0,2020
Trent Taylor,WR,SF,26,650484,0,735000,0,-,-,785485,0,2020
Ryan Finley,QB,CIN,25,827414,0.01,585000,0,-,-,782414,0,2020
Chauncey Gardner-Johnson,S,NO,22,826025,0.01,585000,0,-,-,781025,0,2020
Maxx Crosby,DE,OAK,23,825566,0.01,585000,0,-,-,780566,0,2020
Chuck Clark,S,BAL,25,643702,0.01,735000,0.01,-,-,778704,0,2020
Anthony Nelson,OLB,TB,23,823021,0.01,585000,0.01,-,-,778020,0,2020
Julian Love,CB,NYG,22,822715,0.01,585000,0.01,-,-,777715,0,2020
Tarell Basham,OLB,NYJ,26,838964,0.01,777500,0.01,-,-,777500,0,2020
Khari Willis,S,IND,24,821776,0.01,585000,0.01,-,-,776776,0,2020
Tanzel Smart,DT,LAR,25,641196,0,735000,0.01,-,-,776198,0,2020
Mitch Wishnowsky,P,SF,28,821018,0,585000,0,-,-,776018,0,2020
Sam Tevi,RT,LAC,25,640448,0.01,735000,0.01,-,-,775450,0,2020
Xavier Woods,FS,DAL,25,639972,0,735000,0.01,-,-,774972,0,2020
Kendall Sheffield,CB,ATL,24,819197,0,585000,0,-,-,774197,0,2020
Jordan Evans,OLB,CIN,25,639127,0,735000,0.01,-,-,774128,0,2020
Bryce Love,RB,WAS,23,818583,0.01,585000,0,-,-,773583,0,2020
Chase Edmonds,RB,ARI,24,728090,0.01,660000,0.01,-,-,773089,0,2020
Marquis Haynes,OLB,CAR,26,728090,0.01,660000,0.01,-,-,773089,0,2020
Dalton Schultz,TE,DAL,24,728090,0.01,660000,0.01,-,-,773089,0,2020
D.J. Jones,DT,SF,25,636964,0,735000,0,-,-,771966,0,2020
Chase Roullier,C,WAS,27,636792,0,735000,0.01,-,-,771792,0,2020
Justice Hill,RB,BAL,22,815414,0.01,585000,0.01,-,-,770414,0,2020
Dru Samia,G,MIN,23,814280,0,585000,0,-,-,769279,0,2020
Christian Miller,DE,CAR,24,813552,0.01,585000,0.01,-,-,768552,0,2020
Amani Hooker,S,TEN,22,813370,0.01,585000,0,-,-,768370,0,2020
Austin Bryant,DE,DET,23,812459,0.01,585000,0,-,-,767459,0,2020
Hjalte Froholdt,G,NE,24,810153,0.01,585000,0.01,-,-,765153,0,2020
Sheldrick Redwine,S,CLE,23,810102,0,585000,0,-,-,765102,0,2020
Gary Jennings,WR,SEA,23,807733,0.01,585000,0,-,-,762733,0,2020
Trevon Wesco,FB,NYJ,24,805971,0.01,585000,0,-,-,760971,0,2020
Benny Snell Jr.,RB,PIT,22,805517,0,585000,0,-,-,760517,0,2020
Ben Powers,G,BAL,23,804383,0.01,585000,0.01,-,-,759383,0,2020
Phil Haynes,G,SEA,24,802718,0.01,585000,0,-,-,757718,0,2020
Josh Harvey-Clemons,ILB,WAS,26,621077,0,735000,0.01,-,-,756078,0,2020
Riley Ridley,WR,CHI,24,800649,0,585000,0,-,-,755649,0,2020
Renell Wren,DT,CIN,24,800649,0.01,585000,0,-,-,755649,0,2020
Iman Marshall,CB,BAL,23,798299,0.01,585000,0.01,-,-,753299,0,2020
Noah Brown,WR,DAL,24,617985,0,735000,0.01,-,-,752986,0,2020
Tony Pollard,RB,DAL,23,796945,0.01,585000,0,-,-,751945,0,2020
Christopher Carson,RB,SEA,25,616282,0,735000,0.01,-,-,751283,0,2020
Isaiah Johnson,CB,OAK,24,795573,0.01,585000,0,-,-,750573,0,2020
Drue Tranquill,LB,LAC,25,794702,0.01,585000,0.01,-,-,749702,0,2020
Wes Martin,G,WAS,24,792702,0.01,585000,0,-,-,747702,0,2020
Garrett Gilbert,QB,CLE,29,690000,0,710000,0.01,-,-,747500,0,2020
Ugo Amadi,CB,SEA,23,791299,0.01,585000,0,-,-,746299,0,2020
Jarrett Stidham,QB,NE,24,788423,0.01,585000,0.01,-,-,743423,0,2020
Greg Gaines,DT,LAR,23,786653,0.01,585000,0,-,-,741653,0,2020
Cole Madison,C,GB,25,696083,0,660000,0,-,-,741082,0,2020
R.J. McIntosh,DE,NYG,24,695368,0.01,660000,0.01,-,-,740368,0,2020
Maurice Hurst,DT,OAK,25,694762,0.01,660000,0.01,-,-,739761,0,2020
Shaquem Griffin,OLB,SEA,25,694405,0.01,660000,0.01,-,-,739404,0,2020
D.J. Reed,CB,SF,23,692843,0,660000,0,-,-,737842,0,2020
Ja'whaun Bentley,ILB,NE,24,690989,0.01,660000,0.01,-,-,735988,0,2020
Justin Watson,WR,TB,25,690435,0.01,660000,0.01,-,-,735434,0,2020
Alex Armah,FB,CAR,26,600000,0,735000,0.01,-,-,735000,0,2020
Julie'n Davenport,LT,MIA,25,746605,0.01,735000,0.01,-,-,735000,0,2020
Joshua Dobbs,QB,JAC,25,749781,0,735000,0,-,-,735000,0,2020
Johnathan Ford,S,PHI,25,635045,0,735000,0,-,-,735000,0,2020
Nate Gerry,OLB,PHI,25,555000,0,735000,0,-,-,735000,0,2020
Daeshon Hall,DE,PHI,25,650000,0,735000,0,-,-,735000,0,2020
Danny Isidora,G,MIA,26,650484,0.01,735000,0.01,-,-,735000,0,2020
Malcolm Johnson,FB,GB,28,690000,0,735000,0.01,-,-,735000,0,2020
Chris Landrum,OLB,HOU,27,690000,0.01,735000,0.01,-,-,735000,0,2020
T.J. Logan,RB,TB,25,650484,0.01,735000,0.01,-,-,735000,0,2020
Conor McDermott,T,NYJ,27,633755,0,735000,0.01,-,-,735000,0,2020
Al-Quadin Muhammad,DE,IND,25,645000,0.01,735000,0.01,-,-,735000,0,2020
Kyle Peko,DT,BUF,27,690000,0.01,735000,0.01,-,-,735000,0,2020
Samaje Perine,RB,CIN,24,764945,0.01,735000,0.01,-,-,735000,0,2020
David Sharpe,T,OAK,24,746604,0.01,735000,0.01,-,-,735000,0,2020
Devin Smith,WR,DAL,28,690000,0.01,735000,0.01,-,-,735000,0,2020
Ryan Switzer,WR,PIT,25,741497,0,735000,0.01,-,-,735000,0,2020
Charles Tapper,DE,NYJ,27,690000,0,735000,0.01,-,-,735000,0,2020
Tanner Vallejo,OLB,WAS,25,690000,0,735000,0.01,-,-,735000,0,2020
Cody Wichmann,G,DAL,28,690000,0.01,735000,0.01,-,-,735000,0,2020
Bilal Nichols,DE,CHI,23,689871,0,660000,0,-,-,734870,0,2020
Tre Flowers,CB,SEA,27,689682,0.01,660000,0.01,-,-,734682,0,2020
Micah Kiser,ILB,LAR,25,689494,0,660000,0,-,-,734494,0,2020
Michael Dickson,P,SEA,24,687538,0.01,660000,0.01,-,-,732537,0,2020
Genard Avery,ILB,CLE,25,687237,0,660000,0,-,-,732236,0,2020
Dane Cruikshank,S,TEN,25,686974,0,660000,0.01,-,-,731973,0,2020
Tyrell Crosby,T,DET,24,686921,0,660000,0.01,-,-,731920,0,2020
Siran Neal,CB,BUF,26,686504,0.01,660000,0.01,-,-,731504,0,2020
Scott Quessenberry,C,LAC,25,686063,0.01,660000,0.01,-,-,731063,0,2020
Troy Fumagalli,TE,DEN,25,685451,0.01,660000,0.01,-,-,730450,0,2020
Tyler Conklin,TE,MIN,25,685258,0,660000,0,-,-,730257,0,2020
Ogbonnia Okoronkwo,OLB,LAR,25,683634,0,660000,0,-,-,728634,0,2020
Jermaine Carter,ILB,CAR,25,683344,0,660000,0.01,-,-,728343,0,2020
Tim Settle,DT,WAS,23,682010,0,660000,0.01,-,-,727010,0,2020
Malik Jefferson,OLB,CLE,23,898432,0.01,725000,0.01,-,-,725000,0,2020
Jaylen Samuels,RB,PIT,24,679517,0,660000,0.01,-,-,724516,0,2020
Martinas Rankin,G,KC,25,886567,0.01,724000,0,-,-,724000,0,2020
Jamarco Jones,T,SEA,24,676251,0.01,660000,0.01,-,-,721250,0,2020
Jordan Wilkins,RB,IND,26,675310,0.01,660000,0.01,-,-,720310,0,2020
Equanimeous St. Brown,WR,GB,23,644602,0,690000,0.01,-,-,719602,0,2020
Darius Phillips,CB,CIN,25,669388,0,660000,0.01,-,-,714388,0,2020
JK Scott,P,GB,23,669388,0,660000,0,-,-,714388,0,2020
Marquez Valdes-Scantling,WR,GB,25,669388,0,660000,0,-,-,714388,0,2020
Damion Ratley,WR,CLE,25,663467,0,660000,0,-,-,708466,0,2020
John Cominsky,DE,ATL,24,752098,0,585000,0,-,-,707098,0,2020
Michael Jordan,G,CIN,22,752098,0,585000,0,-,-,707098,0,2020
Foster Moreau,TE,OAK,23,752098,0.01,585000,0,-,-,707098,0,2020
Shareef Miller,DE,PHI,23,751632,0,585000,0,-,-,706632,0,2020
Duke Ejofor,DE,HOU,25,661314,0.01,660000,0.01,-,-,706314,0,2020
Foley Fatukasi,DT,NYJ,25,658563,0,660000,0.01,-,-,703563,0,2020
Deon Cain,WR,IND,24,656408,0.01,660000,0.01,-,-,701408,0,2020
Deshon Elliott,S,BAL,23,654449,0.01,660000,0.01,-,-,699448,0,2020
Russell Gage,WR,ATL,24,654049,0,660000,0,-,-,699048,0,2020
Sebastian Joseph,DT,LAR,25,653809,0,660000,0,-,-,698809,0,2020
Shaun-Dion Hamilton,ILB,WAS,24,653253,0,660000,0.01,-,-,698252,0,2020
Foyesade Oluokun,LB,ATL,25,651657,0,660000,0,-,-,696657,0,2020
Jack Cichy,ILB,TB,24,651344,0.01,660000,0.01,-,-,696344,0,2020
Trenton Cannon,RB,NYJ,26,649806,0,660000,0.01,-,-,694806,0,2020
Matt Pryor,T,PHI,25,648196,0,660000,0,-,-,693195,0,2020
Bradley Bozeman,G,BAL,25,644602,0.01,660000,0.01,-,-,689602,0,2020
Peter Kalambayi,OLB,HOU,25,644602,0.01,660000,0.01,-,-,689602,0,2020
Jordan Thomas,TE,HOU,24,644602,0.01,660000,0.01,-,-,689602,0,2020
Matthew Adams,OLB,IND,24,640396,0.01,660000,0.01,-,-,685395,0,2020
Jullian Taylor,DT,SF,25,639511,0,660000,0,-,-,684510,0,2020
Javon Wims,WR,CHI,25,638978,0,660000,0,-,-,683978,0,2020
Jason Sanders,K,MIA,24,637800,0.01,660000,0.01,-,-,682800,0,2020
Leon Jacobs,OLB,JAC,24,637670,0,660000,0,-,-,682670,0,2020
Jordan Mailata,T,PHI,23,637348,0,660000,0,-,-,682348,0,2020
Andre Smith,ILB,CAR,23,637264,0,660000,0.01,-,-,682264,0,2020
Zaire Franklin,OLB,IND,24,636764,0.01,660000,0.01,-,-,681764,0,2020
Nick Bawden,FB,DET,24,636051,0,660000,0.01,-,-,681051,0,2020
Hunter Bradley,LS,GB,26,634336,0,660000,0,-,-,679335,0,2020
Richie James,WR,SF,24,634143,0,660000,0,-,-,679142,0,2020
Greg Stroman,CB,WAS,24,633944,0,660000,0.01,-,-,678944,0,2020
Justin Lawler,DE,LAR,25,633436,0,660000,0,-,-,678435,0,2020
Will Clapp,C,NO,24,633285,0,660000,0.01,-,-,678285,0,2020
Logan Cooke,P,JAC,25,632906,0,660000,0,-,-,677905,0,2020
Ryan Izzo,TE,NE,24,632268,0.01,660000,0.01,-,-,677267,0,2020
Trey Quinn,WR,WAS,24,632268,0,660000,0.01,-,-,677267,0,2020
Deionte Thompson,S,ARI,23,717208,0.01,585000,0.01,-,-,672208,0,2020
Ryquell Armstead,RB,JAC,23,716439,0,585000,0,-,-,671439,0,2020
Zach Gentry,TE,PIT,23,716115,0,585000,0,-,-,671115,0,2020
Jalen Thompson,S,ARI,22,715730,0.01,585000,0.01,-,-,670730,0,2020
Ben Burr-Kirven,LB,SEA,22,715403,0.01,585000,0,-,-,670403,0,2020
Tremon Smith,RB,GB,24,653451,0,669500,0,-,-,669500,0,2020
NIco Falah,C,DEN,25,525000,0,660000,0.01,-,-,669413,0,2020
Ryan Connelly,LB,NYG,24,713723,0.01,585000,0.01,-,-,668723,0,2020
Marvell Tell,CB,IND,24,712040,0.01,585000,0.01,-,-,667040,0,2020
Matt Gay,K,TB,26,711443,0.01,585000,0.01,-,-,666443,0,2020
Amani Oruwariye,CB,DET,24,710526,0,585000,0,-,-,665526,0,2020
Dre Greenlaw,LB,SF,23,710429,0,585000,0,-,-,665429,0,2020
Sharif Finch,LB,TEN,24,431333,0,660000,0.01,-,-,665334,0,2020
Vosean Joseph,LB,BUF,22,710324,0.01,585000,0.01,-,-,665324,0,2020
Olasunkanmi Adeniyi,LB,PIT,22,575000,0,660000,0.01,-,-,665000,0,2020
Holton Hill,CB,MIN,23,575000,0,660000,0,-,-,665000,0,2020
Phillip Lindsay,RB,DEN,26,575000,0,660000,0.01,-,-,665000,0,2020
Kevin Toliver,CB,CHI,24,575000,0,660000,0,-,-,665000,0,2020
Darrel Williams,RB,KC,25,575000,0,660000,0,-,-,665000,0,2020
George Odum,S,IND,26,574333,0.01,660000,0.01,-,-,664334,0,2020
Hunter Renfrow,WR,OAK,24,708987,0.01,585000,0,-,-,663987,0,2020
Sean Chandler,S,NYG,24,573333,0,660000,0.01,-,-,663334,0,2020
Brandon Facyson,CB,LAC,25,573333,0,660000,0.01,-,-,663334,0,2020
J.C. Jackson,CB,NE,24,573333,0,660000,0.01,-,-,663334,0,2020
Danny Johnson,CB,WAS,24,573333,0,660000,0.01,-,-,663334,0,2020
Trent Sherfield,WR,ARI,24,573333,0.01,660000,0.01,-,-,663334,0,2020
Kingsley Keke,DT,GB,23,708316,0,585000,0,-,-,663316,0,2020
Matt Dickerson,DT,TEN,24,573000,0,660000,0.01,-,-,663000,0,2020
Qadree Ollison,RB,ATL,23,707891,0,585000,0,-,-,662891,0,2020
Ross Pierschbacher,G,WAS,25,707706,0,585000,0,-,-,662706,0,2020
Andrew Van Ginkel,LB,MIA,25,707695,0.01,585000,0.01,-,-,662695,0,2020
Poona Ford,DT,SEA,24,572667,0,660000,0.01,-,-,662668,0,2020
Mike Boone,RB,MIN,25,572500,0,660000,0,-,-,662500,0,2020
Matt Gono,T,ATL,24,572500,0,660000,0,-,-,662500,0,2020
Jordan Scarlett,RB,CAR,25,707353,0,585000,0.01,-,-,662353,0,2020
Mack Wilson,LB,CLE,22,707201,0,585000,0,-,-,662201,0,2020
Tim Boyle,QB,GB,25,572000,0,660000,0,-,-,662000,0,2020
Dennis Gardeck,OLB,ARI,26,572000,0.01,660000,0.01,-,-,662000,0,2020
Ben Niemann,LB,KC,25,572000,0,660000,0,-,-,662000,0,2020
Tae Davis,LB,NYG,24,571667,0,660000,0.01,-,-,661668,0,2020
Nick Gates,G,NYG,24,571667,0,660000,0.01,-,-,661668,0,2020
Tre Herndon,CB,JAC,24,571667,0,660000,0,-,-,661668,0,2020
Justin Hollins,DE,DEN,24,706433,0.01,585000,0.01,-,-,661433,0,2020
Chris Board,ILB,BAL,25,571667,0,660000,0.01,-,-,661334,0,2020
Hercules Mata'afa,LB,MIN,24,571333,0,660000,0,-,-,661334,0,2020
Raven Greene,S,GB,25,571167,0,660000,0,-,-,661168,0,2020
Alex Light,T,GB,24,571000,0,660000,0,-,-,661000,0,2020
Ezekiel Turner,ILB,ARI,24,571000,0.01,660000,0.01,-,-,661000,0,2020
Blake Cashman,LB,NYJ,24,705773,0,585000,0,-,-,660773,0,2020
Michael Badgley,K,LAC,25,570000,0,660000,0.01,-,-,660000,0,2020
Chad Beebe,WR,MIN,26,570000,0,660000,0,-,-,660000,0,2020
Braxton Berrios,WR,NYJ,24,644602,0,660000,0.01,-,-,660000,0,2020
Ike Boettger,G,BUF,25,570000,0,660000,0.01,-,-,660000,0,2020
Corey Bojorquez,P,BUF,23,570000,0,660000,0.01,-,-,660000,0,2020
James Crawford,LB,MIA,25,570000,0.01,660000,0.01,-,-,660000,0,2020
Keion Crossen,CB,HOU,24,633598,0.01,660000,0.01,-,-,660000,0,2020
Korey Cunningham,T,NE,25,632268,0.01,660000,0.01,-,-,660000,0,2020
Dalyn Dawkins,RB,TEN,25,615000,0,660000,0.01,-,-,660000,0,2020
Jamil Demby,G,LAR,24,570000,0,660000,0,-,-,660000,0,2020
Jamil Douglas,G,TEN,28,615000,0,660000,0.01,-,-,660000,0,2020
John Franklin-Myers,DE,NYJ,23,728090,0.01,660000,0.01,-,-,660000,0,2020
Buddy Howell,RB,HOU,24,570000,0,660000,0.01,-,-,660000,0,2020
Justin Jackson,RB,LAC,25,570000,0,660000,0.01,-,-,660000,0,2020
Natrell Jamerson,S,CAR,24,681405,0,660000,0.01,-,-,660000,0,2020
A.J. Johnson,LB,DEN,28,615000,0,660000,0.01,-,-,660000,0,2020
Joshua Kalu,S,TEN,25,570000,0,660000,0.01,-,-,660000,0,2020
Harvey Langi,ILB,NYJ,27,615000,0,660000,0.01,-,-,660000,0,2020
Devaroe Lawrence,DT,CLE,27,615000,0,660000,0,-,-,660000,0,2020
Lance Lenoir,WR,DAL,25,615000,0,660000,0.01,-,-,660000,0,2020
Mike Love,DE,BUF,26,570000,0,660000,0.01,-,-,660000,0,2020
Jake Martin,OLB,HOU,24,655510,0.01,660000,0.01,-,-,660000,0,2020
Ray-Ray McCloud,WR,CAR,23,654956,0,660000,0.01,-,-,660000,0,2020
A.J. Moore,S,HOU,24,570000,0,660000,0.01,-,-,660000,0,2020
Emmanuel Moseley,CB,SF,24,570000,0,660000,0,-,-,660000,0,2020
Avery Moss,DE,MIA,25,615000,0.01,660000,0.01,-,-,660000,0,2020
Pat O'Connor,DE,TB,26,615000,0.01,660000,0.01,-,-,660000,0,2020
Ifeadi Odenigbo,DE,MIN,26,615000,0,660000,0,-,-,660000,0,2020
Eddy Piniero,K,CHI,24,578333,0,660000,0,-,-,660000,0,2020
Greg Senat,T,KC,25,644602,0,660000,0,-,-,660000,0,2020
Chandon Sullivan,CB,GB,24,615000,0,660000,0,-,-,660000,0,2020
Auden Tate,WR,CIN,23,570000,0,660000,0.01,-,-,660000,0,2020
Wyatt Teller,G,CLE,25,678531,0,660000,0,-,-,660000,0,2020
Tavierre Thomas,CB,CLE,24,570000,0,660000,0,-,-,660000,0,2020
Corey Thompson,LB,BUF,26,570000,0,660000,0.01,-,-,660000,0,2020
Colby Wadman,P,DEN,25,570000,0,660000,0.01,-,-,660000,0,2020
Charvarius Ward,CB,KC,25,570000,0,660000,0,-,-,660000,0,2020
Isaac Whitney,WR,HOU,26,615000,0,660000,0.01,-,-,660000,0,2020
Darious Williams,CB,LAR,27,570000,0,660000,0,-,-,660000,0,2020
Brandon Zylstra,WR,CAR,27,570000,0,660000,0.01,-,-,660000,0,2020
Byron Cowart,DT,NE,24,704861,0.01,585000,0.01,-,-,659861,0,2020
Daylon Mack,DT,BAL,23,704820,0.01,585000,0.01,-,-,659820,0,2020
Charles Omenihu,DE,HOU,23,703820,0.01,585000,0.01,-,-,658820,0,2020
E.J. Speed,LB,IND,25,702349,0.01,585000,0.01,-,-,657349,0,2020
Jake Bailey,P,NE,23,702245,0.01,585000,0.01,-,-,657245,0,2020
Joe Jackson,DE,DAL,23,701422,0.01,585000,0,-,-,656422,0,2020
Easton Stick,QB,LAC,24,699391,0.01,585000,0.01,-,-,654391,0,2020
D'Andre Walker,OLB,TEN,23,696687,0,585000,0,-,-,651687,0,2020
David Edwards,T,LAR,23,696130,0,585000,0,-,-,651130,0,2020
Austin Seibert,K,CLE,23,695114,0,585000,0,-,-,650114,0,2020
Cole Holcomb,LB,WAS,24,688721,0,585000,0,-,-,643721,0,2020
Jordan Miller,CB,ATL,23,688497,0,585000,0,-,-,643497,0,2020
Darius Slayton,WR,NYG,23,688497,0.01,585000,0.01,-,-,643497,0,2020
Keesean Johnson,WR,ARI,23,682328,0.01,585000,0.01,-,-,637328,0,2020
Saquan Hampton,S,NO,24,678802,0,585000,0,-,-,633802,0,2020
Gardner Minshew,QB,JAC,24,677721,0,585000,0,-,-,632721,0,2020
Lamont Gaillard,G,ARI,24,677034,0.01,585000,0.01,-,-,632034,0,2020
Corey Ballentine,CB,NYG,24,676302,0.01,585000,0.01,-,-,631302,0,2020
Jaquan Johnson,S,BUF,24,676085,0.01,585000,0.01,-,-,631085,0,2020
Trayveon Williams,RB,CIN,22,675496,0,585000,0,-,-,630496,0,2020
Justin Skule,T,SF,23,674714,0,585000,0,-,-,629714,0,2020
Ka'dar Hollman,CB,GB,25,673737,0,585000,0,-,-,628737,0,2020
Ty Johnson,RB,DET,22,672976,0,585000,0,-,-,627976,0,2020
Juwann Winfree,WR,DEN,23,672813,0.01,585000,0.01,-,-,627813,0,2020
David Long,LB,TEN,22,672429,0,585000,0,-,-,627429,0,2020
