PLAYER,POS,TEAM,AGE,AVERAGE SALARY,TEAM AAV %,CASH EARNINGS,% OF TEAM PAYROLL,GTD EARNINGS,TEAM GTD %,CAP FIGURE,% OF TEAM CAP,Year
Takkarist McKinley,DE,ATL,24,2554133,0.01,1858163,0.01,-,-,3250714,0.02,2020
Sam Koch,P,BAL,38,3250000,0.03,3250000,0.03,-,-,3250000,0.02,2020
Lee Smith,TE,BUF,32,3000000,0.02,3250000,0.03,-,-,3250000,0.01,2020
Adrian Peterson,RB,WAS,35,2515000,0.02,2500000,0.02,-,-,3250000,0.02,2020
Mario Edwards,DT,NO,26,2350000,0.02,2765000,0.02,-,-,3240000,0.02,2020
Leighton Vander Esch,OLB,DAL,23,2961945,0.02,1557071,0.01,-,-,3231213,0.01,2020
Frank Ragnow,G,DET,24,2945035,0.02,1550922,0.01,-,-,3212765,0.01,2020
Tre'Davious White,CB,BUF,25,2522778,0.02,1841060,0.02,-,-,3210808,0.01,2020
Raheem Mostert,RB,SF,28,2900000,0.02,2875000,0.02,-,-,3208333,0.01,2020
K'Waun Williams,CB,SF,29,2950000,0.02,2450000,0.02,-,-,3200000,0.01,2020
Brett Kern,P,TEN,34,3162500,0.02,2650000,0.02,-,-,3200000,0.01,2020
Harrison Butker,K,KC,25,4055000,0.03,2495000,0.02,-,-,3195000,0.01,2020
Billy Price,C,CIN,24,2928123,0.02,1544772,0.01,-,-,3194315,0.02,2020
Rashaan Evans,LB,TEN,23,2894298,0.02,1532472,0.01,-,-,3157416,0.01,2020
Isaiah Wynn,LT,NE,23,2860476,0.02,1520173,0.01,-,-,3120519,0.02,2020
Brian Burns,OLB,CAR,22,3385046,0.02,1110463,0.01,-,-,3077314,0.01,2020
Dustin Hopkins,K,WAS,29,2483333,0.02,2650000,0.02,-,-,3050358,0.01,2020
Steven Hauschka,K,BUF,35,4000000,0.03,2425000,0.02,-,-,3050000,0.01,2020
D.J. Moore,WR,CAR,23,2792829,0.02,1495574,0.01,-,-,3046722,0.01,2020
David Njoku,TE,CLE,24,2381274,0.01,1763877,0.01,-,-,3030714,0.01,2020
Dexter Lawrence,DE,NYG,22,3312010,0.03,1097184,0.01,-,-,3010918,0.01,2020
Hayden Hurst,TE,BAL,27,2759007,0.02,1483275,0.01,-,-,3009825,0.01,2020
Calvin Ridley,WR,ATL,25,2725178,0.01,1470974,0.01,-,-,2972921,0.01,2020
Adarius Taylor,ILB,CLE,29,2500000,0.02,2450000,0.02,-,-,2950000,0.01,2020
T.J. Watt,OLB,PIT,25,2314642,0.01,1727532,0.01,-,-,2945908,0.01,2020
Rashaad Penny,RB,SEA,24,2691360,0.02,1458676,0.01,-,-,2936028,0.01,2020
Garrett Bradbury,C,MIN,25,3220718,0.02,1080585,0.01,-,-,2927925,0.01,2020
Terrell Edmunds,S,PIT,23,2674447,0.02,1452526,0.01,-,-,2917578,0.01,2020
Kevin Huber,P,CIN,35,2650000,0.02,2550000,0.02,-,-,2900000,0.01,2020
Jeffery Simmons,DT,TEN,23,3165939,0.02,1070625,0.01,-,-,2878126,0.01,2020
Antoine Bethea,FS,NYG,36,3250000,0.03,2750000,0.03,-,-,2875000,0.01,2020
Noah Fant,TE,DEN,22,3147680,0.02,1067306,0.01,-,-,2861528,0.01,2020
Josh Hill,TE,NO,30,2950000,0.02,2095000,0.02,-,-,2845000,0.01,2020
Darnell Savage,S,GB,23,3129422,0.02,1063986,0.01,-,-,2844929,0.01,2020
Damien Williams,RB,KC,28,2550000,0.02,2300000,0.02,-,-,2833334,0.01,2020
Ryan Ramczyk,RT,NO,26,2222889,0.02,1677485,0.01,-,-,2829131,0.01,2020
Andre Dillard,T,PHI,23,3092646,0.02,1057299,0.01,-,-,2811496,0.01,2020
Kendall Lamm,RT,CLE,28,2250000,0.01,2500000,0.02,-,-,2800000,0.01,2020
Ronald Darby,CB,PHI,26,6500000,0.04,-,-,-,-,2800000,0.01,2020
Chris Conley,WR,JAC,27,2297500,0.01,2295000,0.01,-,-,2795000,0.01,2020
Tytus Howard,G,HOU,24,3056388,0.02,1050707,0.01,-,-,2778534,0.01,2020
Taven Bryan,DT,JAC,24,2538740,0.01,1403178,0.01,-,-,2769534,0.01,2020
Austin Reiter,C,KC,28,2250000,0.01,2425000,0.02,-,-,2758334,0.01,2020
Josh Jacobs,RB,OAK,22,2983350,0.02,1037427,0.01,-,-,2712136,0.01,2020
Bradley Pinion,P,TB,26,2750000,0.02,2700000,0.02,-,-,2700000,0.01,2020
Mike Hughes,CB,MIN,23,2466871,0.01,1377044,0.01,-,-,2691132,0.01,2020
Marquise Brown,WR,BAL,23,2946835,0.03,1030788,0.01,-,-,2678941,0.01,2020
Spencer Pulley,C,NYG,27,2675000,0.02,2675000,0.03,-,-,2675000,0.01,2020
Dustin Colquitt,P,KC,38,2500000,0.02,2000000,0.01,-,-,2650000,0.01,2020
Montez Sweat,OLB,WAS,23,2910315,0.02,1024148,0.01,-,-,2645741,0.01,2020
Sony Michel,RB,NE,25,2406674,0.02,1355154,0.01,-,-,2625462,0.01,2020
Johnathan Abram,S,OAK,23,2873799,0.02,1017509,0.01,-,-,2612544,0.01,2020
Michael Palardy,P,CAR,28,2506667,0.02,2100000,0.02,-,-,2600000,0.01,2020
Jerry Tillery,DT,LAC,23,2855540,0.02,1014189,0.01,-,-,2595945,0.01,2020
Lamar Jackson,QB,BAL,23,2367912,0.02,1341059,0.01,-,-,2583176,0.01,2020
Erik Harris,S,OAK,30,2500000,0.02,2500000,0.02,-,-,2500000,0.01,2020
Michael Person,G,SF,32,2750000,0.01,2500000,0.02,-,-,2500000,0.01,2020
Robert Griffin III,QB,BAL,30,2000000,0.02,2000000,0.02,-,-,2500000,0.01,2020
L.J. Collier,DE,SEA,24,2709020,0.02,987549,0.01,-,-,2462745,0.01,2020
Chris Jones,P,DAL,31,2175000,0.02,1900000,0.02,-,-,2400000,0.01,2020
Craig Robertson,ILB,NO,32,2050000,0.01,1750000,0.01,-,-,2400000,0.01,2020
Deandre Baker,CB,NYG,22,2631429,0.02,973442,0.01,-,-,2392208,0.01,2020
Matt Schaub,QB,ATL,39,1890000,0.01,2000000,0.01,-,-,2375000,0.01,2020
Patrick DiMarco,FB,BUF,31,2100000,0.02,1850000,0.02,-,-,2350000,0.01,2020
John Simon,DE,NE,29,2075000,0.02,2000000,0.02,-,-,2350000,0.01,2020
Jarrod Wilson,FS,JAC,26,2416667,0.01,1750000,0.01,-,-,2333333,0.01,2020
Kaleb McGary,RT,ATL,25,2566436,0.01,961625,0.01,-,-,2333123,0.01,2020
N'Keal Harry,WR,NE,22,2524587,0.02,954016,0.01,-,-,2295079,0.01,2020
Kevin King,CB,GB,25,1770221,0.01,1430575,0.01,-,-,2253010,0.01,2020
Josh Bellamy,WR,NYJ,31,2500000,0.02,2250000,0.02,-,-,2250000,0.01,2020
Jonotthan Harrison,C,NYJ,29,2500000,0.02,2250000,0.02,-,-,2250000,0.01,2020
Greg Mancz,C,HOU,28,3000000,0.02,2250000,0.02,-,-,2250000,0.01,2020
Cam Robinson,LT,JAC,24,1754541,0.01,1422022,0.01,-,-,2233053,0.01,2020
Eric Kush,G,CLE,30,3750000,0.02,1875000,0.01,-,-,2225000,0.01,2020
Jordan Berry,P,PIT,29,1850000,0.01,1800000,0.01,-,-,2175000,0.01,2020
Budda Baker,SS,ARI,24,1707501,0.01,1396364,0.02,-,-,2173184,0.01,2020
Forrest Lamp,G,LAC,26,1666730,0.01,1374125,0.01,-,-,2121293,0.01,2020
Tyler Larsen,C,CAR,29,2150000,0.01,1650000,0.01,-,-,2116668,0.01,2020
Marcus Maye,FS,NYJ,26,1638510,0.01,1358733,0.01,-,-,2085378,0.01,2020
Josh Rosen,QB,MIA,23,4399439,0.04,2079796,0.02,-,-,2079796,0.01,2020
Austin Corbett,C,CLE,24,1892000,0.01,1163490,0.01,-,-,2059490,0.01,2020
Curtis Samuel,WR,CAR,24,1613421,0.01,1345044,0.01,-,-,2053441,0.01,2020
Brennan Scarlett,OLB,HOU,27,2891143,0.02,1875000,0.02,-,-,2050000,0.01,2020
Will Hernandez,G,NYG,24,1862686,0.01,1157340,0.01,-,-,2032020,0.01,2020
Matt Barkley,QB,BUF,29,2000000,0.02,1825000,0.02,-,-,2025000,0.01,2020
Dalvin Cook,RB,MIN,25,1588334,0.01,1331364,0.01,-,-,2021518,0.01,2020
Nick Chubb,RB,CLE,24,1845774,0.01,1151190,0.01,-,-,2013571,0.01,2020
Andy Lee,P,ARI,38,2625000,0.02,2000000,0.02,-,-,2000000,0.01,2020
Rigoberto Sanchez,P,IND,25,2900000,0.03,2000000,0.02,-,-,2000000,0.01,2020
Justin Bethel,CB,BAL,30,2000000,0.02,1500000,0.01,-,-,2000000,0.01,2020
Andre Roberts,WR,BUF,32,2300000,0.02,1500000,0.01,-,-,2000000,0.01,2020
Terrell Suggs,OLB,ARI,37,5000000,0.04,-,-,-,-,2000000,0.01,2020
Marcus Williams,FS,NO,23,1560110,0.01,1315969,0.01,-,-,1985595,0.01,2020
Darius Leonard,OLB,IND,25,1811951,0.02,1138891,0.01,-,-,1976673,0.01,2020
Minkah Fitzpatrick,S,PIT,23,4111943,0.02,1975252,0.01,-,-,1975252,0.01,2020
Braden Smith,RT,IND,24,1798423,0.02,1133972,0.01,-,-,1961915,0.01,2020
Sidney Jones,CB,PHI,24,1535023,0.01,1302285,0.01,-,-,1953665,0.01,2020
Ronald Jones II,RB,TB,23,1767977,0.02,1122901,0.01,-,-,1928702,0.01,2020
Gerald Everett,TE,LAR,26,1511117,0.01,1289246,0.01,-,-,1923242,0.01,2020
T.J. Yeldon,RB,BUF,26,1600000,0.01,1650000,0.02,-,-,1900000,0.01,2020
James Develin,FB,NE,32,1900000,0.02,1700000,0.02,-,-,1900000,0.01,2020
James Daniels,C,CHI,22,1737540,0.01,1111833,0.01,-,-,1895498,0.01,2020
Roosevelt Nix,FB,PIT,28,1743750,0.01,1450000,0.01,-,-,1887500,0.01,2020
Adam Shaheen,TE,CHI,26,1477634,0.01,1270982,0.01,-,-,1880626,0.01,2020
Jabrill Peppers,S,NYG,24,2585497,0.02,1875271,0.02,-,-,1875271,0.01,2020
Randy Bullock,K,CIN,30,2102500,0.01,1625000,0.01,-,-,1875000,0.01,2020
Alex Erickson,WR,CIN,27,2340000,0.02,1700000,0.01,-,-,1866668,0.01,2020
Courtland Sutton,WR,DEN,24,1710480,0.01,1101993,0.01,-,-,1865978,0.01,2020
Derek Carrier,TE,OAK,30,1850000,0.01,1850000,0.01,-,-,1850000,0.01,2020
Pat O'Donnell,P,CHI,29,1750000,0.01,1750000,0.01,-,-,1850000,0.01,2020
Tress Way,P,WAS,30,1517000,0.01,1600000,0.01,-,-,1850000,0.01,2020
Harold Landry,LB,TEN,24,1683422,0.01,1092153,0.01,-,-,1836460,0.01,2020
Quincy Wilson,CB,IND,25,1441569,0.01,1251310,0.01,-,-,1834724,0.01,2020
Taco Charlton,DE,MIA,25,2507097,0.03,1832507,0.02,-,-,1832507,0.01,2020
Byron Murphy,CB,ARI,22,1997375,0.02,858159,0.01,-,-,1815795,0.01,2020
Mike Gesicki,TE,MIA,24,1652981,0.02,1081084,0.01,-,-,1803252,0.01,2020
Terrence Brooks,FS,NE,28,1625000,0.01,1550000,0.01,-,-,1800000,0.01,2020
Rock Ya-Sin,CB,IND,24,1979114,0.02,854839,0.01,-,-,1799194,0.01,2020
Jawaan Taylor,RT,JAC,22,1955975,0.01,850632,0,-,-,1778159,0.01,2020
Tyus Bowser,OLB,BAL,25,1393903,0.01,1225310,0.01,-,-,1774057,0.01,2020
Kerryon Johnson,RB,DET,23,1625923,0.01,1071245,0.01,-,-,1773734,0.01,2020
Deebo Samuel,WR,SF,24,1811869,0.01,844880,0.01,-,-,1749399,0.01,2020
Dante Pettis,WR,SF,24,1600140,0.01,1061869,0.01,-,-,1745606,0.01,2020
Greg Little,T,CAR,22,1909731,0.01,842224,0.01,-,-,1736119,0.01,2020
Joe Mixon,RB,CIN,24,1362544,0.01,1208206,0.01,-,-,1734149,0.01,2020
Brandon King,FS,NE,27,1850000,0.01,1450000,0.01,-,-,1716666,0.01,2020
Josh Jackson,CB,GB,24,1564025,0.01,1048736,0.01,-,-,1706209,0.01,2020
Cody Ford,RT,BUF,23,1876660,0.01,835419,0.01,-,-,1705413,0.01,2020
Brandon Bolden,RB,NE,30,1850000,0.01,1200000,0.01,-,-,1700000,0.01,2020
Jamize Olawale,FB,DAL,31,1800000,0.01,1100000,0.01,-,-,1700000,0.01,2020
Reuben Foster,ILB,WAS,26,2258827,0.01,1697088,0.01,-,-,1697088,0.01,2020
Ryan Anderson,OLB,WAS,26,1331181,0.01,1191099,0.01,-,-,1694232,0.01,2020
Sean Bunting,CB,TB,23,1844000,0.02,830273,0.01,-,-,1676363,0.01,2020
Breeland Speaks,DE,KC,24,1525128,0.01,1034592,0.01,-,-,1663776,0.01,2020
Justin Evans,S,TB,25,1299824,0.01,1173995,0.01,-,-,1654323,0.01,2020
Ben Braunecker,TE,CHI,26,1350000,0.01,1500000,0.01,-,-,1650000,0.01,2020
Trayvon Mullen,CB,OAK,22,1814787,0.01,824961,0.01,-,-,1649806,0.01,2020
Ryan Griffin,QB,TB,30,1450000,0.01,1645000,0.01,-,-,1645000,0.01,2020
Daniel McCullers,DT,PIT,28,1375000,0.01,1500000,0.01,-,-,1625000,0.01,2020
Dalton Risner,G,DEN,25,1785571,0.01,819649,0.01,-,-,1623246,0.01,2020
DeMarcus Walker,DE,DEN,25,1268465,0.01,1156890,0.01,-,-,1614410,0.01,2020
Christian Kirk,WR,ARI,23,1473717,0.01,1015897,0.01,-,-,1607691,0.01,2020
Drew Lock,QB,DEN,23,1752704,0.01,813674,0.01,-,-,1593368,0.01,2020
Uchenna Nwosu,LB,LAC,23,1439894,0.01,1003598,0.01,-,-,1570793,0.01,2020
Jahlani Tavai,LB,DET,23,1723492,0.01,808362,0.01,-,-,1566811,0.01,2020
Matt LaCosse,TE,NE,27,1400000,0.01,1400000,0.01,-,-,1550000,0.01,2020
Elgton Jenkins,G,GB,24,1691785,0.01,802597,0.01,-,-,1537986,0.01,2020
Dallas Goedert,TE,PHI,25,1406068,0.01,991297,0.01,-,-,1533891,0.01,2020
Joejuan Williams,CB,NE,22,1652944,0.01,795535,0.01,-,-,1502676,0.01,2020
Mark Nzeocha,OLB,SF,30,1583333,0.01,1500000,0.01,-,-,1500000,0.01,2020
Joe Dahl,C,DET,27,1800000,0.01,1250000,0.01,-,-,1500000,0.01,2020
Mario Addison,OLB,CAR,32,7500000,0.05,-,-,-,-,1500000,0.01,2020
Connor Williams,G,DAL,23,1372247,0.01,978999,0.01,-,-,1496997,0.01,2020
Raekwon McMillan,OLB,MIA,23,1174384,0.01,1105573,0.01,-,-,1494671,0.01,2020
Greedy Williams,CB,CLE,22,1614669,0.01,788576,0.01,-,-,1467881,0.01,2020
Anthony Miller,WR,CHI,25,1338425,0.01,966700,0.01,-,-,1460100,0.01,2020
Dalvin Tomlinson,DT,NYG,26,1143025,0.01,1088468,0.01,-,-,1454759,0.01,2020
Chris Reed,C,MIA,28,1487500,0.01,1425000,0.02,-,-,1425000,0.01,2020
Kemoko Turay,DE,IND,25,1304600,0.01,954400,0.01,-,-,1423200,0.01,2020
Zach Cunningham,ILB,HOU,25,1117936,0.01,1074783,0.01,-,-,1422829,0.01,2020
Marquise Blair,S,SEA,23,1559162,0.01,778484,0.01,-,-,1417420,0.01,2020
Ethan Pocic,G,SEA,25,1102258,0.01,1066231,0.01,-,-,1402873,0.01,2020
Zay Jones,WR,OAK,25,1694958,0.01,1389522,0.01,-,-,1389522,0.01,2020
M.J. Stewart,CB,TB,24,1270778,0.01,942101,0.01,-,-,1386303,0.01,2020
Erik McCoy,C,NO,23,1519437,0.01,771261,0.01,-,-,1381306,0.01,2020
Tanoh Kpassagnon,DE,KC,26,1080306,0.01,1054257,0.01,-,-,1374936,0.01,2020
Chidobe Awuzie,CB,DAL,25,1070897,0.01,1049126,0.01,-,-,1362960,0.01,2020
Ben Banogu,DE,IND,24,1486127,0.01,765205,0.01,-,-,1351024,0.01,2020
Jessie Bates III,S,CIN,23,1236954,0.01,929801,0.01,-,-,1349403,0.01,2020
JuJu Smith-Schuster,WR,PIT,23,1048945,0.01,1037152,0.01,-,-,1335023,0.01,2020
Dion Dawkins,LT,BUF,26,1045810,0.01,1035441,0.01,-,-,1331030,0.01,2020
Taylor Moton,LT,CAR,26,1039538,0.01,1032021,0.01,-,-,1323049,0.01,2020
Irv Smith,TE,MIN,22,1449609,0.01,758566,0,-,-,1317826,0.01,2020
Donte Jackson,CB,CAR,24,1203131,0.01,917502,0.01,-,-,1312506,0.01,2020
Colin Jones,FS,CAR,32,1300000,0.01,1110000,0.01,-,-,1310000,0.01,2020
Nick Sundberg,LS,WAS,33,1100000,0.01,1145000,0.01,-,-,1297500,0.01,2020
A.J. Brown,WR,TEN,23,1413092,0.01,751926,0.01,-,-,1284629,0.01,2020
P.J. Hall,DT,OAK,25,1176069,0.01,907660,0.01,-,-,1282984,0.01,2020
Isaiah Oliver,CB,ATL,23,1159161,0.01,901513,0.01,-,-,1264539,0.01,2020
Drew Sample,TE,CIN,24,1376574,0.01,745286,0.01,-,-,1251431,0.01,2020
Larry Ogunjobi,DT,CLE,26,976816,0.01,998000,0.01,-,-,1243391,0.01,2020
Morgan Cox,LS,BAL,34,1120000,0.01,1100000,0.01,-,-,1240000,0.01,2020
Derrius Guice,RB,WAS,23,1135483,0.01,892903,0.01,-,-,1238709,0.01,2020
Ahkello Witherspoon,CB,SF,25,971166,0.01,992393,0.01,-,-,1235786,0.01,2020
James Washington,WR,PIT,24,1125336,0.01,889213,0.01,-,-,1227639,0.01,2020
Crevon LeBlanc,CB,PHI,26,1300000,0.01,1150000,0.01,-,-,1225000,0.01,2020
Alvin Kamara,RB,NO,25,964443,0.01,977500,0.01,-,-,1220693,0.01,2020
Miles Sanders,RB,PHI,23,1337544,0.01,738190,0,-,-,1215949,0.01,2020
DJ Chark,WR,JAC,23,1111807,0.01,884294,0.01,-,-,1212881,0.01,2020
Chris Manhertz,TE,CAR,28,1150000,0.01,1050000,0.01,-,-,1210000,0.01,2020
Dawuane Smoot,DE,JAC,25,961566,0.01,964353,0.01,-,-,1205393,0.01,2020
Brian O'Neill,RT,MIN,24,1101660,0.01,880603,0.01,-,-,1201810,0.01,2020
Cooper Kupp,WR,LAR,27,957940,0.01,961000,0.01,-,-,1199690,0.01,2020
Carlton Davis,CB,TB,23,1098278,0.01,879374,0.01,-,-,1198122,0.01,2020
Tyquan Lewis,DT,IND,25,1091514,0.01,876914,0.01,-,-,1190742,0,2020
J.J. Jansen,LS,CAR,34,1100000,0.01,1045000,0.01,-,-,1185000,0.01,2020
Lonnie Johnson,CB,HOU,23,1301163,0.01,731575,0.01,-,-,1182875,0.01,2020
Max Scharping,G,HOU,24,1267022,0.01,725368,0.01,-,-,1151838,0.01,2020
Beau Brinkley,LS,TEN,30,1281250,0.01,1000000,0.01,-,-,1150000,0.01,2020
Malcolm Brown,RB,LAR,27,1650000,0.01,1100000,0.01,-,-,1150000,0.01,2020
Dan Feeney,G,LAC,26,932908,0.01,915000,0.01,-,-,1146158,0.01,2020
DeShone Kizer,QB,OAK,24,1237104,0.01,1139784,0.01,-,-,1139784,0.01,2020
Mecole Hardman,WR,KC,22,1248763,0.01,722048,0,-,-,1135239,0.01,2020
Pat Elflein,G,MIN,26,936960,0,899500,0.01,-,-,1133710,0.01,2020
Clark Harris,LS,CIN,36,1147500,0.01,1065000,0.01,-,-,1125000,0.01,2020
J.J. Arcega-Whiteside,WR,PHI,23,1235682,0.01,719670,0,-,-,1123348,0.01,2020
C.J. Beathard,QB,SF,26,882162,0,946179,0.01,-,-,1122751,0.01,2020
James O'Shaughnessy,TE,JAC,28,1112500,0.01,1070000,0.01,-,-,1120000,0.01,2020
Brandon Parker,T,OAK,24,1023834,0.01,852304,0.01,-,-,1116910,0.01,2020
Lorenzo Carter,OLB,NYG,24,1020871,0.01,851226,0.01,-,-,1113677,0.01,2020
Sam Beal,CB,NYG,24,1020574,0.01,851118,0.01,-,-,1113240,0.01,2020
Chad Thomas,DE,CLE,24,1020404,0.01,851000,0.01,-,-,1113235,0,2020
Justin Reid,FS,HOU,23,1015856,0.01,849957,0.01,-,-,1109871,0.01,2020
Trysten Hill,DT,DAL,22,1217494,0.01,716362,0.01,-,-,1106812,0,2020
B.J. Hill,DE,NYG,24,1011970,0.01,848690,0.01,-,-,1106069,0.01,2020
Fred Warner,OLB,SF,23,994831,0.01,844000,0.01,-,-,1096547,0.01,2020
Parris Campbell,WR,IND,23,1193984,0.01,712088,0.01,-,-,1085440,0,2020
Royce Freeman,RB,DEN,24,985005,0.01,832000,0.01,-,-,1081255,0.01,2020
Nasir Adderley,S,LAC,23,1183028,0.01,710096,0.01,-,-,1075480,0.01,2020
Mason Rudolph,QB,PIT,25,980472,0.01,836554,0.01,-,-,1069620,0.01,2020
Nathan Shepherd,DE,NYJ,26,968931,0.01,818000,0.01,-,-,1064931,0.01,2020
Aaron Brewer,LS,ARI,30,1037500,0.01,995000,0.01,-,-,1063750,0.01,2020
Taylor Rapp,S,LAR,22,1168424,0.01,707441,0.01,-,-,1062203,0.01,2020
Chris Wormley,DE,BAL,26,889911,0.01,834000,0.01,-,-,1058663,0.01,2020
Jerome Baker,OLB,MIA,23,952300,0.01,810000,0.01,-,-,1053800,0,2020
Andy Isabella,WR,ARI,24,1157469,0.01,705450,0.01,-,-,1052244,0.01,2020
Juan Thornhill,S,KC,23,1160067,0.01,704785,0,-,-,1048924,0,2020
D.K. Metcalf,WR,SEA,22,1146513,0.01,703457,0.01,-,-,1042284,0,2020
Alex Anzalone,ILB,NO,25,866398,0.01,809000,0.01,-,-,1025148,0.01,2020
Geron Christian,T,WAS,23,936748,0.01,779000,0.01,-,-,1021248,0,2020
Derrick Nnadi,DT,KC,24,936400,0.01,776500,0.01,-,-,1016350,0,2020
Nick Bellore,FB,SEA,31,1115000,0.01,1000000,0.01,-,-,1000000,0,2020
Charley Hughlett,LS,CLE,30,1061667,0.01,1000000,0.01,-,-,1000000,0,2020
Joe Cardona,LS,NE,28,1077500,0.01,860000,0.01,-,-,990000,0,2020
Fabian Moreau,CB,WAS,26,834848,0.01,777000,0.01,-,-,983348,0,2020
Justin Jones,DT,LAC,25,905757,0.01,762962,0.01,-,-,976497,0,2020
Zach Allen,DE,ARI,23,1073441,0.01,690171,0.01,-,-,975855,0,2020
Kyle Nelson,LS,SF,33,1135000,0.01,975000,0.01,-,-,975000,0,2020
Jake McQuaide,LS,LAR,32,1175000,0.01,975000,0.01,-,-,975000,0,2020
Tyler Ott,LS,SEA,28,1100000,0.01,850000,0.01,-,-,975000,0,2020
Derek Rivers,OLB,NE,25,826224,0.01,774000,0.01,-,-,974724,0,2020
Diontae Johnson,WR,PIT,24,1070241,0.01,689589,0.01,-,-,972946,0,2020
Jalen Hurd,WR,SF,24,1069920,0.01,689531,0,-,-,972654,0,2020
James Winchester,LS,KC,31,890000,0.01,870000,0.01,-,-,970000,0,2020
Sam Hubbard,DE,CIN,25,904800,0.01,735000,0.01,-,-,967300,0,2020
Chris Godwin,WR,TB,24,821041,0.01,768500,0.01,-,-,966541,0,2020
Josh Oliver,TE,JAC,23,1062711,0.01,688220,0,-,-,966101,0,2020
John Johnson,SS,LAR,25,814688,0.01,775000,0.01,-,-,964438,0,2020
Jourdan Lewis,CB,DAL,25,812107,0.01,775000,0.01,-,-,963357,0,2020
Darrell Henderson,RB,LAR,23,1053001,0.01,686916,0.01,-,-,959580,0,2020
Shaquill Griffin,CB,SEA,25,814655,0.01,767000,0.01,-,-,956655,0,2020
Montravius Adams,DE,GB,25,819194,0,770000,0.01,-,-,956194,0,2020
Rasheem Green,DE,SEA,23,893139,0.01,728000,0.01,-,-,956139,0,2020
Dre'Mont Jones,DE,DEN,23,1039700,0.01,685400,0.01,-,-,952000,0,2020
Germaine Pratt,LB,CIN,23,1020885,0.01,684555,0.01,-,-,947776,0,2020
David Montgomery,RB,CHI,23,1003845,0.01,684136,0,-,-,945681,0,2020
Josh Harris,LS,ATL,31,1045000,0.01,945000,0.01,-,-,945000,0,2020
Michael Gallup,WR,DAL,24,880995,0.01,721000,0.01,-,-,943495,0,2020
Tracy Walker,S,DET,25,877997,0.01,720000,0.01,-,-,940497,0,2020
Orlando Brown Jr.,RT,BAL,24,872930,0.01,719000,0.01,-,-,935430,0,2020
Cameron Sutton,CB,PIT,25,804282,0,751200,0.01,-,-,935232,0,2020
Trey Hendrickson,DE,NO,25,793947,0.01,758500,0.01,-,-,935072,0,2020
Nazair Jones,DT,SEA,25,793916,0.01,758375,0.01,-,-,934947,0,2020
Kendell Beckwith,OLB,TB,25,793822,0.01,758000,0.01,-,-,934572,0,2020
James Conner,RB,PIT,25,790381,0,758000,0.01,-,-,934572,0,2020
Devin Singletary,RB,BUF,22,974500,0.01,675000,0.01,-,-,933956,0,2020
Jonnu Smith,TE,TEN,25,776572,0.01,756625,0.01,-,-,933197,0,2020
Jace Sternberger,TE,GB,24,966382,0.01,681452,0.01,-,-,933084,0,2020
Terry McLaurin,WR,WAS,24,961918,0.01,681451,0.01,-,-,932256,0,2020
Rasul Douglas,CB,PHI,25,794010,0,754750,0,-,-,931322,0,2020
Chase Winovich,DE,NE,25,956828,0.01,681000,0.01,-,-,930328,0,2020
Kenny Golladay,WR,DET,26,799081,0.01,750500,0.01,-,-,930206,0,2020
Delano Hill,S,SEA,24,801682,0.01,748250,0.01,-,-,930119,0,2020
Rashaan Gaulden,FS,CAR,25,862477,0.01,717000,0.01,-,-,928914,0,2020
Oren Burks,OLB,GB,25,857889,0.01,722500,0.01,-,-,927689,0,2020
Michael Deiter,G,MIA,23,953562,0.01,680328,0.01,-,-,926640,0,2020
Cordrea Tankersley,CB,MIA,26,794072,0.01,749000,0.01,-,-,925572,0,2020
Mark Andrews,TE,BAL,23,863290,0.01,716000,0.01,-,-,925165,0,2020
Joseph Noteboom,G,LAR,25,863011,0.01,717717,0.01,-,-,922440,0,2020
Arden Key,DE,OAK,24,859855,0.01,715500,0.01,-,-,922094,0,2020
David Long,CB,LAR,22,950348,0.01,677776,0,-,-,921041,0,2020
Deadrin Senat,DT,ATL,26,855740,0,713000,0,-,-,917490,0,2020
Chuks Okorafor,T,PIT,23,851841,0,711000,0.01,-,-,914091,0,2020
Tre'quan Smith,WR,NO,24,855131,0.01,708000,0.01,-,-,912256,0,2020
Duke Dawson,CB,DEN,24,1186219,0.01,911352,0.01,-,-,911352,0,2020
Ronnie Harrison,SS,JAC,23,847008,0,708000,0,-,-,908758,0,2020
Jaleel Johnson,DT,MIN,26,769589,0,735000,0,-,-,904591,0,2020
Dede Westbrook,WR,JAC,26,769039,0,735000,0,-,-,904039,0,2020
Alex Cappa,G,TB,25,842176,0.01,705000,0.01,-,-,903426,0,2020
Tedric Thompson,S,SEA,25,768001,0.01,735000,0.01,-,-,903001,0,2020
Sione Takitaki,LB,CLE,25,933969,0.01,662750,0,-,-,902969,0,2020
Eddie Jackson,S,CHI,27,766449,0,735000,0,-,-,901450,0,2020
Will Harris,S,DET,24,930974,0.01,662650,0.01,-,-,900711,0,2020
Rayshawn Jenkins,S,LAC,26,765552,0.01,735000,0.01,-,-,900553,0,2020
Reid Ferguson,LS,BUF,26,915000,0.01,775000,0.01,-,-,900000,0,2020
Carl Lawson,DE,CIN,25,763154,0.01,735000,0.01,-,-,898155,0,2020
Josh Reynolds,WR,LAR,25,762005,0.01,735000,0.01,-,-,897006,0,2020
Taywan Taylor,WR,CLE,25,920253,0.01,896500,0.01,-,-,896500,0,2020
